Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
530797,Shree Ganesh Elastoplast Ltd,SHGANEL,Shree Ganesh Elastoplast Ltd,Active,X ,10,INE400N01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530799,Anna Infrastructures Ltd,ANNAINFRA,Anna Infrastructures Ltd,Active,X ,10,INE336D01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530801,Diamond Infosystems Ltd,DIAMOND,Diamond Infosystems Ltd,Delisted,Z ,1,INE280D01022,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
530803,Bhageria Industries Limited,BHAGERIA,Bhageria Industries Ltd,Active,B ,5,INE354C01027,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
530805,ONESOURCE INDUSTRIES AND VENTURES LIMITED,OIVL,Onesource Industries And Ventures Ltd,Active,XT,1,INE125F01032,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
530807,REGALIAA REALTY LTD.,REGALIAA,Regaliaa Realty Ltd,Delisted,Z ,10,INE098H01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
530809,BNR Udyog Ltd.,BNRUDY,BNR Udyog Ltd,Active,X ,10,INE355C01016,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
530811,Netvista Information Tech. Ltd,NETVISTAIT,Netvista Information Technology Ltd,Delisted,XT,10,INE738A01017, ,Equity,-,-,-,-
530813,KRBL Ltd.,KRBL,KRBL Ltd,Active,A ,1,INE001B01026,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530815,Refnol Resins & Chemicals Ltd.,REFNOL,Refnol Resins & Chemicals Ltd,Delisted,X ,10,INE428C01011,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
530817,Teaktex Processing Complex ltd.,TEATXEP,Teaktex Processing Complex Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530821,SSPDL Limited,SSPDL,SSPDL Ltd-$,Active,X ,10,INE838C01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
530823,Somani Strips Ltd.,SOMATR,Somani Strips Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530825,Daikaffil Chemicals India Ltd.,DAIKAFFI,Daikaffil Chemicals India Ltd,Active,X ,10,INE789B01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530827,Kemwell International Ltd.(Delisted for Takeover-21(3A)),KEMWINT-B,KEMWINT-B,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530829,Cil Securities Ltd.,CILSEC,Cil Securities Ltd,Active,X ,10,INE830A01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530833,Abee Info-Consumables Ltd.,ABEEINF,Abee Info Consumables Ltd,Delisted,XT,10,INE097B01016, ,Equity,-,-,-,-
530835,Eltrol Ltd.,ELTROL,Eltrol Ltd,Delisted,XT,1,INE793D01024, ,Equity,-,-,-,-
530839,Clio Infotech Ltd.,CLIOINFO,Clio Infotech Ltd,Active,X ,10,INE011B01017,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
530841,Shri Bholanath Carpets Limited,SHRIBCL,Shri Bholanath Carpets Ltd,Delisted,ZP,10,INE151F01012,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
530843,Cupid Limited,CUPID,Cupid Ltd-$,Active,B ,1,INE509F01029,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
530845,Sunshield Chemicals Ltd.,SUNSHIEL,Sunshield Chemicals Ltd,Active,X ,10,INE199E01014,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530847,Kanoria Plaschem Ltd.,KANOPLA,Kanoria Plaschem Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
530849,Coduras Exports Ltd.,CODUREXDM,Coduras Exports Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530853,Hipolin Ltd.,HIPOLIN,Hipolin Ltd,Active,X ,10,INE963A01011,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
530855,GDL Leasing & Finance ltd.,GDLLEAS,GDL Leasing & Finance Ltd,Active,XT,10,INE545E01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530857,Garg Forgings & Castings Ltd.,GARGFOR,Garg Forgings & Castings Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530859,Cosboard Industries Ltd.,COSBOARD,Cosboard Industries Ltd,Suspended,Z ,10,INE496D01016,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
530861,Asiatic Infrastructure & Shelters l,ASINFRA,Asiatic Infrastructure & Shelters Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530863,FE (India) Ltd,FEINDIALTD,FE (India) Ltd,Delisted,Z ,10,INE708C01016, ,Equity,-,-,-,-
530865,Dhanashree Electronics Ltd.,DHANELE,Dhanashree Electronics Ltd,Delisted,Z ,10,INE413F01016, ,Equity,-,-,-,-
530867,SFL International Limited,SFLINTER,SFL International Ltd,Delisted,Z ,10,INE320C01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530869,Praman Capital Market Services Ltd.,PRAMANC,Praman Capital Market Services Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
530871,Chembond Material Technologies Limited,CHEMBOND,Chembond Material Technologies Ltd-$,Active,T ,5,INE995D01025,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530875,Girish Hotel Resorts & Health Farm,GIRHOTE,Girish Hotel Resorts & Health Farm Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
530877,Model Financial Corporation Ltd.,MODFC,Model Financial Corporation Ltd,Delisted,Z ,10,INE166B01019, ,Equity,-,-,-,-
530879,CAPITAL INDIA FINANCE LIMITED,CIFL,Capital India Finance Ltd,Active,B ,2,INE345H01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530881,Arunjyoti Bio Ventures Limited ,ABVL,Arunjyoti Bio Ventures Ltd,Active,XT,1,INE485K01022,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530883,Super Crop Safe Ltd.,SUCROSA,Super Crop Safe Ltd,Active,X ,2,INE366G01022,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
530885,FIVE CORE EXIM LIMITED,FIVECORE,Five Core Exim Ltd,Delisted,Z ,2,INE600D01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
530887,Incap Financial Services Ltd.,INCFS,Incap Financial Services Ltd,Delisted,XT,10,INE800D01019, ,Equity,-,-,-,-
530889,Alka India Ltd.,ALKA,Alka India Ltd,Suspended,XT,1,INE061B01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530891,RKB Agro Industries Limited,RKB,RKB Agro Industries Ltd,Suspended,XT,10,INE740A01013,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
530893,Moulik Finance And Resorts Ltd.,MOULIKF,Moulik Finance & Resorts Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
530897,N.G.Industries Ltd.,NGIND,NG Industries Ltd-$,Active,X ,10,INE825C01018,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
530899,Asia Pack Ltd.,ASIAPAK,Asia Pack Ltd,Active,X ,10,INE784M01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530901,ACIL Cotton Industries Limited,ACIL,ACIL Cotton Industries Ltd,Delisted,Z ,1,INE066C01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530905,Sai Industries Ltd.,SAINDUS,Sai Industries Ltd,Suspended,ZP,10,INE213S01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530907,S.I.Capital And Financial Services,SICAPIT,SI Capital & Financial Services Ltd,Active,X ,10,INE417F01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530909,ERP Soft Systems Ltd.,ERPSOFT,ERP Soft Systems Ltd,Active,X ,10,INE308B01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530911,Indo Britain Agro Farms Ltd.,INDOBRIT,Indo Britain Agro Farms Ltd,Delisted,XD,10,INE145C01011, ,Equity,-,-,-,-
530913,Shri Bhagvati Bright Bars Ltd.,SHBHAGV,Shri Bhagavati Bright Bars Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
530915,J.R. Foods Limited,JRFOODS,JR Foods Ltd,Suspended,XT,10,INE989E01018,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
530917,R.R.Securities Ltd.,RRSECUR,RR Securities Ltd,Active,P ,10,INE474H01014,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530919,Remsons Industries Ltd.,REMSONSIND,Remsons Industries Ltd,Active,B ,2,INE474C01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
530921,Integrated Thermoplastics Ltd.,INTETHR,Integrated Thermoplastics Ltd,Active,P ,10,INE038N01015,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
530923,RCL Foods Limited,RCLFOODS,RCL Foods Ltd,Delisted,Z ,10,INE008F01014, ,Equity,-,-,-,-
530925,Ramsons Projects Ltd.,RAMSONS,Ramsons Projects Ltd,Active,XT,10,INE609D01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530927,Haryana Financial Corporation ltd.,HARAFIN,Haryana Financial Corporation Ltd,Active,ZP,10,INE737G01016,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
530929,Euro Asia Exports Ltd.,EUROASIA,Euro Asia Exports Ltd,Active,XT,10,INE535P01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530931,Stanpacks (India) Ltd.,STANPACK,Stanpacks India Ltd,Active,X ,10,INE457D01018,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
530933,Cilson Finance & Investment Ltd.,CILSOFN,Cilson Finance & Investment Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530935,Sunrise Oleochemicals Ltd.,SUNOLEO,Sunrise Oleochemical Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530937,U M S Technologies Limited.,UMSTECHNO,UMS Technologies Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
530943,Sri Adhikari Brothers Television Ne,SABTNL,Sri Adhikari Brothers Television Network Ltd,Active,B ,10,INE416A01044,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
530945,Gangotri Iron & Steel Company Ltd,GISL,Gangotri Iron & Steel Company Ltd,Delisted,Z ,5,INE437F01023,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
530949,Dhar Textile Mills Ltd.,DHARTEX,Dhar Textile Mills Ltd,Delisted,X ,10,INE044B01018, ,Equity,-,-,-,-
530951,RAMINFO LIMITED,RAMINFO,Raminfo Ltd,Active,XT,10,INE357B01022,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
530953,Sunil Agro Foods ltd.,SUNILAGR,Sunil Agro Foods Ltd-$,Active,X ,10,INE224D01012,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530955,Mindvision Capital Ltd,MINDVISCAP,Mindvision Capital Ltd,Delisted,Z ,10,INE259E01032,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530957,Jain Granites & Projects India Ltd,JAINGRA,Jain Granites & Projects India Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530959,Diana Tea Co.Ltd.,DIANATEA,Diana Tea Company Ltd,Active,X ,5,INE012E01035,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
530961,Vikas EcoTech Limited,VIKASECO,Vikas EcoTech Ltd,Active,B ,1,INE806A01020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530963,J.G.Finance Ltd.,JGFINAN,JG Finance Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530965,Indian Oil Corporation Ltd.,IOC,Indian Oil Corporation Ltd,Active,A ,10,INE242A01010,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
530967,Kyra Landscapes Limited,KYRALANDS,Kyra Landscapes Ltd,Delisted,Z ,5,INE094M01028, ,Equity,-,-,-,-
530971,Nimbus Industries ltd.,NIMBUSI,Nimbus Industries Ltd,Delisted,Z ,5,INE470M01020,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530973,Alfa Ica (India) Ltd,ALFAICA,Alfa Ica India Ltd,Active,X ,10,INE042C01010,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
530977,Shri Keshav Cements and Infra Limited,SKCIL,Shri Keshav Cements And Infra Ltd,Active,X ,10,INE260E01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
530979,India Home Loan Limited,INDIAHOME,India Home Loan Ltd,Active,X ,10,INE274E01015,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
530981,SRH Synthetics Ltd.,SRHSYNT,SRH Synthetics Ltd,Delisted,XD,10,INE416C01016, ,Equity,-,-,-,-
530983,Garvee Granite Ltd.,GARVEEGDM,Garvee Granite Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530985,JPT Securities Ltd.,JPTSEC,JPT Securities Ltd,Suspended,XT,10,INE630C01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530987,LSK Finance And Allied Services ltd,LSKFINA,LSK Finance & Allied Services Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530989,Shantivijay Jewels Ltd.,SHANTIVI,Shantivijay Jewels Ltd-$,Delisted,B ,10,INE656D01015, ,Equity,-,-,-,-
530991,Roopa Industries Ltd.,ROOPAIND,Roopa Industries Ltd,Active,X ,10,INE443C01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530993,Sarthak Global Ltd.,SARTHAKGL,Sarthak Global Ltd,Suspended,XT,10,INE075H01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530995,Shiva Egg Products Ltd.,SHIVEGGDM,Shiva Egg Products Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
530997,Unique Organics Ltd.,UNIQUEO,Unique Organics Ltd,Active,X ,10,INE333E01019,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530999,Balaji Amines Ltd.,BALAMINES,Balaji Amines Ltd-$,Active,A ,2,INE050E01027,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531001,Kamar Chemicals & Industries ltd.,KAMAR,Kamar Chemicals & Industries Ltd,Delisted,XD,10,INE728D01012, ,Equity,-,-,-,-
531003,Swarna Securities Ltd.,SWRNASE,Swarna Securities Ltd,Active,X ,10,INE595G01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531005,Paschim Petrochem Ltd.,PASCHIM,Paschim Petrochem Ltd,Delisted,XD,10,INE066B01011, ,Equity,-,-,-,-
531007,International Securities Ltd.,INTSE,International Securities Ltd,Delisted,Z ,10,INE086D01015, ,Equity,-,-,-,-
531009,Beta Corporation Ltd,BETACOR,Beta Corporation Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
531011,Emkay Aromatics ltd.,EMKAR,Emkay Aromatics Ltd,Delisted,Z ,10,INE180D01016,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
531013,Sun Granite Export Limited,SUNGRAN,Sun Granite Export Ltd,Suspended,XT,10,INE032M01010,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
531015,Venmax Drugs And Pharmaceuticals Ltd,VENMAX,Venmax Drugs and Pharmaceuticals Ltd,Active,XT,10,INE154G01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
531017,Arihants Securities ltd.,ARISE,Arihants Securities Ltd,Active,X ,10,INE190D01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
531019,Shree Jagdambe Paper Mills Ltd.,SHJAGDM,Shree Jagdambe Paper Mills Ltd,Delisted,P ,10,INE198F01013, ,Equity,-,-,-,-
531021,Kuber Floritech Ltd.,KUBERFL,Kuber Floritech Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
531023,Taurus the Genshare-[redeemed on 7/3/200]ltr2/9/00,TAURGEN,TAURGEN,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531025,Visagar Financial Services Ltd,VISAGAR,Visagar Financial Services Ltd,Active,X ,1,INE309H01038,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
531027,Libord Securities Ltd.,LIBORD,Libord Securities Ltd,Active,X ,10,INE267E01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
531029,Bharat Textiles & Proofing Industri,BHATEXT,Bharat Textiles & Proofing Industries Ltd,Suspended,P ,10,INE201N01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
531031,Welworth Electric Co.Ltd.,WELWORT,Welworth Electric Company Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531032,Taurus the Genshare-[redeemed on 7/3/200]ltr2/9/00,ZTAURGEN,ZTAURGEN,Delisted,Z ,10,-, ,Equity,-,-,-,-
531033,Regal Entertainment & Consultants Ltd.,REGAL,Regal Entertainment & Consultants Ltd,Suspended,Z ,10,INE101E01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531035,ERAAYA LIFESPACES LIMITED,EBIX,Eraaya Lifespaces Ltd,Active,T ,1,INE432F01032,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
531037,-,ZBPLREPP,BPL REFRIGER,Delisted,Z ,-,-, ,Equity,-,-,-,-
531039,Swadha Nature Limited,SWADHATURE,Swadha Nature Ltd,Suspended,XT,10,INE0P4R01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
531041,Competent Automobiles Co. Ltd.,COMPEAU,Competent Automobiles Company Ltd,Active,X ,10,INE823B01015,Auto -Dealer,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto -Dealer
531043,Dhanvantri Jeevan Rekha Ltd.,ZDHJERK,Dhanvantri Jeevan Rekha Ltd,Active,X ,10,INE239F01015,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
531045,Premier Laminates Ltd.,PRLAMIN,Premier Laminates Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531047,Advance PowerInfra Tech Limited,ADVPOWER,Advance PowerInfra Tech Ltd,Suspended,Z ,10,INE009D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531049,Neelkanth Rockminerals ltd.,NEELKAN,Neelkanth Rockminerals Ltd,Active,Z ,10,INE741D01015,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
531051,Vintage Securities Ltd.,VINTAGES,Vintage Securities Ltd,Active,XT,10,INE153C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531053,India International Marketing Centre Ltd,INDIM,India International Marketing Centre Ltd,Delisted,Z ,10,INE506C01014, ,Equity,-,-,-,-
531055,GFL Financials India Limited,GFLFIN,GFL Financials India Ltd,Delisted,Z ,2,INE764K01038,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
531057,Ritesh Polyesters Ltd.,RITESPL,Ritesh Polyesters Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531059,Hatigor Tea Estates ltd.,HATIGOR,Hatigor Tea Estates Ltd,Delisted,Z ,10,INE205E01019, ,Equity,-,-,-,-
531061,India E-Commerce Ltd.,INDECOM,India E-Commerce Ltd,Delisted,X ,10,INE416B01018, ,Equity,-,-,-,-
531063,Progressive Steels (India) ltd.,PRSTEEL,Progressive Steels India Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
531065,Oswal Overseas Ltd,OSWALOR,Oswal Overseas Ltd,Active,XT,5,INE906K01027,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
531067,Contil India Limited,CONTILI,Contil India Ltd,Active,X ,2,INE080G01029,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
531069,Vijay Solvex Ltd.,VIJSOLX,Vijay Solvex Ltd,Active,X ,10,INE362D01010,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
531073,Blue diamond Securities & Finance l,BLUEDIA,Blue Diamonds Securities & Finance Ltd,Delisted,B ,10,INE454C01017, ,Equity,-,-,-,-
531075,Nu Tech Organic Chemicals Limited,NUTEORG,Nu Tech Organic Chemicals Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531077,NEPC Paper And Board Ltd.,NEPCPAPER,NEPC Paper & Board Ltd,Delisted,Z ,10,INE471B01013, ,Equity,-,-,-,-
531079,Ravraj Impex Ltd.,RAVRAJI,Ravraj Impex Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
531080,Shri Krishna Devcon Limited,SHRIKRISH,Shri Krishna Devcon Ltd,Active,X ,10,INE997I01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
531082,Alankit Limited,ALANKIT,Alankit Ltd,Active,B ,1,INE914E01040,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
531083,Nihar Info Global Ltd.,NIHARINF,Nihar Info Global Ltd,Active,X ,10,INE876E01033,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
531084,Indo Bonito Multinational Limited,INDOBONIT,Indo Bonito Multinational Ltd,Delisted,Z ,10,INE457B01012, ,Equity,-,-,-,-
531085,Lakhani India Ltd.,LAKHANI,Lakhani India Ltd-$,Suspended,XT,10,INE935C01015,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
531086,Napa Papers ltd.,NAPAPER,Napa Papers Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531087,Kashyap Fiscal Services ltd.,KASHYAP,Kashyap Fiscal Services Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531088,Tulip Star Hotels Ltd.,TULIPSTA,Tulip Star Hotels Ltd-$,Delisted,Z ,10,INE379C01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531089,Swissen Interspace Ltd.,SWISSEN,Swissen Inter Space Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531091,United Credit ltd.,UNITDCR,United Credit Ltd,Active,X ,10,INE858C01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531092,OM INFRA LIMITED,OMINFRAL,OM Infra Ltd,Active,B ,1,INE239D01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
531093,Optel telecommunications Ltd.,OPTEL,Optel Telecommunications Ltd,Delisted,B ,10,INE958B01019, ,Equity,-,-,-,-
531094,Harbor Network Systems Ltd.,HARBORNE,Harbor Network Systems Ltd,Delisted,X ,10,INE021C01014, ,Equity,-,-,-,-
531095,Prime Metals Ltd.,PRIMETA,Prime Metals Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531096,Mount Everest Mineral Water Ltd.,MOUNTEVE,Mount Everest Mineral Water Ltd,Delisted,B ,10,INE690B01018, ,Equity,-,-,-,-
531098,Jiwan Flora Ltd.,JIWANFL,Jiwan Flora Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531099,Checkpoint Trends Limited,CHECKPOINT,Checkpoint Trends Ltd,Active,XT,10,INE396H01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
531102,Surana Corporation Ltd.,SURANACORP,Surana Corporation Ltd,Delisted,Z ,10,INE357D01010, ,Equity,-,-,-,-
531103,Liberal Finlease Ltd.,LIBERAL,Liberal Finlease Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
531105,Scan Organics Ltd.,SCANORG,Scan Organics Ltd,Suspended,Y ,10,NA          ,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531107,Autopal Industries Ltd.,ZAUTPALI,ZAUTPALI,Delisted,Z ,10,-, ,Equity,-,-,-,-
531108,Gujarat Project & Profins Ltd,GJPROFN,GJPROFN,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531109,Ishan Dyes and Chemicals Limited,ISHANCH,Ishan Dyes and Chemicals Ltd,Active,B ,10,INE561M01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531110,Reliance Petroleum Ltd.,RLPETRODM,RLPETRODM,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
531111,Gothi Plascon (India) Ltd.,GOTHIPL,Gothi Plascon India Ltd,Active,P ,10,INE538G01018,Houseware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
531112,BALU FORGE INDUSTRIES LIMITED,BALUFORGE,Balu Forge Industries Ltd,Active,T ,10,INE011E01029,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
531113,Karnavati Spinners Ltd.,KARSPIN,Karnavati Spinners Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
531114,GDR Media Ltd.,GDRMEDIA,GDR Media Ltd,Delisted,XD,10,INE946B01014, ,Equity,-,-,-,-
