Sc_code,Sc_name,Sc_group,Sc_type,Open,High,Low,Close,Last Trd Price,Prev close,Previous close Date,no_trades,No of Shares,Turnover,Wt. Avg. Price,2W Avg. Qty,perc_del_qty,date,Total No of Shrs,Free Float No of Shrs,52 W High,52 W Low,FACE_VALUE,Exdate,Purpose,Industry,
532555,NTPC,A ,Q,331.15,333.55,329.75,330.80,330.80,330.60,6/24/2025 00:00:00,9564,910257,301724395.00,331.47,11269938,75.93,6/25/2025 00:00:00,9696666134,4728491970.249894,448.30,292.70,10.00,,,Power,
532604,SALSTEEL,B ,Q,17.20,17.38,17.00,17.18,17.18,17.02,6/24/2025 00:00:00,53,3814,65351.00,17.13,23855,70.61,6/25/2025 00:00:00,84966700,42007196.613200,31.17,16.00,10.00,,,Metals & Mining,
532605,JBMA,A ,Q,641.75,646.35,636.00,638.05,638.05,642.80,6/24/2025 00:00:00,1317,23884,15291473.00,640.24,35633,68.02,6/25/2025 00:00:00,236494264,40206153.328376,2338.45,489.30,1.00,,,Automobile and Auto Components,
532610,DWARKESH,B ,Q,47.40,49.10,47.01,48.91,48.91,46.94,6/24/2025 00:00:00,876,90583,4370207.00,48.25,67381,55.28,6/25/2025 00:00:00,185301470,106482563.228150,80.33,33.01,1.00,,,Fast Moving Consumer Goods,
532612,INDOCO,B ,Q,287.45,294.25,286.25,292.00,292.00,283.85,6/24/2025 00:00:00,149,951,275558.00,289.76,3977,61.41,6/25/2025 00:00:00,92247905,36525281.241035,385.50,190.00,2.00,,,Healthcare,
532613,VIPCLOTHNG,B ,Q,42.05,42.96,41.17,41.46,41.46,42.05,6/24/2025 00:00:00,91,6589,279705.00,42.45,31353,70.03,6/25/2025 00:00:00,90129519,40483025.401635,53.15,28.00,2.00,,,Textiles,
532614,IMPEXFERRO,Z ,Q,2.24,2.27,2.24,2.24,2.24,2.24,6/24/2025 00:00:00,9,2157,4843.00,2.25,4900,100.00,6/25/2025 00:00:00,87931604,27166732.850612,4.53,1.83,10.00,,,Metals & Mining,
532616,XCHANGING,B ,Q,95.75,98.35,95.70,97.95,97.95,95.45,6/24/2025 00:00:00,576,17915,1744701.00,97.39,14435,40.12,6/25/2025 00:00:00,111403716,27850929.000000,142.70,79.21,10.00,,,Information Technology,
532624,JINDALPHOT,T ,Q,981.45,981.45,980.00,980.00,980.00,1000.00,6/24/2025 00:00:00,24,933,914347.00,980.01,758,100.00,6/25/2025 00:00:00,10258326,2449339.465716,1033.10,532.30,10.00,,,Financial Services,
532626,POCL,B ,Q,738.95,766.00,733.90,762.50,762.50,730.90,6/24/2025 00:00:00,598,9225,6913277.00,749.41,9265,48.73,6/25/2025 00:00:00,28124689,15716019.963822,2382.05,493.00,5.00,,,Metals & Mining,
532627,JPPOWER,A ,Q,17.70,18.27,17.65,18.05,18.05,17.37,6/24/2025 00:00:00,11636,13708499,247108531.00,18.03,6893550,29.49,6/25/2025 00:00:00,6853458827,5100056213.782666,23.77,12.35,10.00,,,Power,
532628,3IINFOLTD,B ,Q,25.70,26.06,25.19,25.77,25.77,25.07,6/24/2025 00:00:00,900,140882,3630314.00,25.77,77050,67.54,6/25/2025 00:00:00,169627242,151841316.794574,42.58,20.00,10.00,,,Information Technology,
532630,GOKEX,A ,Q,878.00,915.50,873.95,884.85,884.85,875.55,6/24/2025 00:00:00,1644,17924,16032542.00,894.47,9930,40.09,6/25/2025 00:00:00,73097628,65114343.655608,1260.00,736.95,5.00,,,Textiles,
532633,ALLDIGI,B ,Q,916.25,924.45,914.60,918.55,918.55,916.10,6/24/2025 00:00:00,35,146,134193.00,919.13,604,81.51,6/25/2025 00:00:00,15238326,4051809.930096,1250.00,816.65,10.00,,,Services,
532636,IIFL,A ,Q,479.65,486.45,477.05,482.45,482.45,479.05,6/24/2025 00:00:00,1327,49332,23756884.00,481.57,84976,48.64,6/25/2025 00:00:00,424930467,315739059.408279,560.50,280.95,2.00,,,Financial Services,
532637,MANGALAM,B ,Q,80.48,80.48,79.10,80.21,80.21,79.68,6/24/2025 00:00:00,32,240,19231.00,80.13,2120,72.50,6/25/2025 00:00:00,15828248,7866196.065056,144.65,70.11,10.00,,,Healthcare,
532638,SHOPERSTOP,A ,Q,495.00,504.50,479.95,502.55,502.55,492.40,6/24/2025 00:00:00,96,1113,553488.00,497.29,1874,48.52,6/25/2025 00:00:00,110059081,37302324.323330,943.65,467.50,5.00,,,Consumer Services,
532640,CYBERMEDIA,B ,Q,16.78,17.60,16.78,17.51,17.51,16.78,6/24/2025 00:00:00,60,1202,20820.00,17.32,40929,50.67,6/25/2025 00:00:00,15667242,5857511.766540,34.99,12.19,10.00,,,"Media, Entertainment & Publication",
532641,NDL,B ,Q,3.66,3.82,3.66,3.78,3.78,3.71,6/24/2025 00:00:00,753,790299,2976422.00,3.77,635010,57.68,6/25/2025 00:00:00,1441471680,701343721.488960,67.50,2.96,1.00,,,Textiles,
532642,JSWHL,T ,Q,21452.00,21569.00,21046.00,21200.00,21200.00,21410.85,6/24/2025 00:00:00,20,33,703470.00,21317.27,94,100.00,6/25/2025 00:00:00,11099625,3737066.143500,27760.50,6463.20,10.00,,,Financial Services,
532644,JKCEMENT,A ,Q,5924.95,6054.45,5789.35,6020.35,6020.35,5832.20,6/24/2025 00:00:00,819,3140,18655528.00,5941.25,5071,45.92,6/25/2025 00:00:00,77251434,41719482.428832,6132.90,3893.80,10.00,,,Construction Materials,
532645,BEEYU,X ,Q,3.70,3.70,3.46,3.50,3.50,3.76,6/24/2025 00:00:00,25,4791,17221.00,3.59,3893,88.48,6/25/2025 00:00:00,14141453,10658992.925673,7.81,2.84,10.00,,,Services,
532648,YESBANK,A ,Q,19.97,20.27,19.97,20.24,20.24,19.97,6/24/2025 00:00:00,22419,7350915,148048235.00,20.14,8713838,37.39,6/25/2025 00:00:00,31362672913,18808884924.730186,27.41,16.02,2.00,,,Financial Services,
532649,NECLIFE,B ,Q,21.21,22.69,21.19,22.44,22.44,21.14,6/24/2025 00:00:00,736,93576,2063979.00,22.06,102039,43.37,6/25/2025 00:00:00,224260970,124213441.802630,56.39,20.05,1.00,,,Healthcare,
532650,MSPL,B ,Q,27.17,28.58,27.01,28.07,28.07,26.85,6/24/2025 00:00:00,396,51923,1460305.00,28.12,48045,65.29,6/25/2025 00:00:00,566796645,189397932.909975,64.38,21.51,10.00,,,Capital Goods,
532651,SPLIL,T ,Q,40.02,42.02,40.02,41.61,41.61,40.02,6/24/2025 00:00:00,49,8975,368641.00,41.07,2181,100.00,6/25/2025 00:00:00,29000004,8917385.229984,73.00,30.49,10.00,,,Textiles,
532652,KTKBANK,A ,Q,205.90,209.35,205.85,207.40,207.40,205.85,6/24/2025 00:00:00,1995,97986,20334426.00,207.52,61756,52.24,6/25/2025 00:00:00,377968333,376708564.546111,245.00,162.20,10.00,,,Financial Services,
532654,MCLEODRUSS,B ,Q,34.41,34.77,34.00,34.44,34.44,34.25,6/24/2025 00:00:00,777,91019,3122889.00,34.31,53360,55.49,6/25/2025 00:00:00,104455735,96635551.943490,51.90,23.66,5.00,,,Fast Moving Consumer Goods,
532656,FACORALL,X ,Q,3.36,3.49,3.31,3.40,3.40,3.33,6/24/2025 00:00:00,191,100964,344904.00,3.42,112583,82.19,6/25/2025 00:00:00,195547355,107126511.942295,7.90,3.11,1.00,,,Metals & Mining,
532661,RML,B ,Q,921.10,939.95,896.00,901.55,901.55,937.50,6/24/2025 00:00:00,1160,9513,8658980.00,910.23,6147,37.49,6/25/2025 00:00:00,27637137,7523491.982688,1525.75,577.95,10.00,,,Automobile and Auto Components,
532662,HTMEDIA,T ,Q,19.71,20.92,19.70,20.86,20.86,19.95,6/24/2025 00:00:00,99,52938,1087564.00,20.54,13491,100.00,6/25/2025 00:00:00,232748314,69473975.239116,30.00,14.51,2.00,,,"Media, Entertainment & Publication",
532663,SASKEN,B ,Q,1429.65,1449.90,1421.10,1439.90,1439.90,1419.05,6/24/2025 00:00:00,159,480,688766.00,1434.93,1022,45.62,6/25/2025 00:00:00,15121581,8421707.471073,2365.55,1276.55,10.00,,,Information Technology,
532666,FCSSOFT,B ,Q,2.57,2.63,2.57,2.61,2.61,2.57,6/24/2025 00:00:00,498,504554,1317795.00,2.61,542255,66.40,6/25/2025 00:00:00,1709553100,1373020734.052600,4.40,2.34,1.00,,,Information Technology,
532667,SUZLON,A ,Q,64.72,64.96,63.93,64.32,64.32,64.41,6/24/2025 00:00:00,18871,6410556,412234688.00,64.31,7676227,43.51,6/25/2025 00:00:00,13695203081,11174546173.129626,86.04,46.00,2.00,,,Capital Goods,
532668,AURIONPRO,A ,Q,1276.15,1346.70,1276.15,1332.90,1332.90,1279.95,6/24/2025 00:00:00,1044,10093,13124967.00,1300.40,5662,49.93,6/25/2025 00:00:00,55213530,31691738.017050,2828.00,1249.40,10.00,,,Information Technology,
532670,RENUKA,A ,Q,31.84,33.34,31.84,33.06,33.06,31.76,6/24/2025 00:00:00,1392,294933,9585845.00,32.50,390971,41.17,6/25/2025 00:00:00,2128489773,794618444.505225,56.48,25.27,1.00,,,Fast Moving Consumer Goods,
532673,KMSUGAR,B ,Q,28.00,29.13,28.00,28.95,28.95,28.56,6/24/2025 00:00:00,106,7216,209042.00,28.97,9068,80.63,6/25/2025 00:00:00,92000170,40007009.925860,46.03,22.50,2.00,,,Fast Moving Consumer Goods,
532674,BASML,B ,Q,32.86,36.49,32.86,35.87,35.87,34.04,6/24/2025 00:00:00,535,35128,1225516.00,34.89,28426,78.84,6/25/2025 00:00:00,79921375,35668749.819750,71.83,28.22,5.00,,,Textiles,
532676,PBAINFRA,X ,Q,11.70,12.00,10.50,11.19,11.19,11.67,6/24/2025 00:00:00,84,23988,272036.00,11.34,10507,77.86,6/25/2025 00:00:00,13500562,6013555.331660,26.48,7.71,10.00,,,Construction,
532683,AIAENG,A ,Q,3293.95,3317.50,3265.80,3301.65,3301.65,3278.25,6/24/2025 00:00:00,248,713,2350391.00,3296.48,999,59.19,6/25/2025 00:00:00,93320370,38719274.755590,4940.00,3005.10,2.00,,,Capital Goods,
532684,EKC,B ,Q,129.10,140.50,129.10,138.30,138.30,130.45,6/24/2025 00:00:00,3121,144378,19792584.00,137.09,42787,52.81,6/25/2025 00:00:00,112207682,36393888.410608,231.50,97.00,2.00,,,Capital Goods,
532686,KERNEX,T ,Q,1201.10,1290.00,1201.10,1244.70,1244.70,1245.55,6/24/2025 00:00:00,603,12326,15399939.00,1249.39,21866,100.00,6/25/2025 00:00:00,16759422,11141512.910802,1584.00,385.80,10.00,,,Services,
532687,REPRO,B ,Q,525.00,525.00,520.00,520.00,520.00,511.15,6/24/2025 00:00:00,28,138,71811.00,520.37,567,98.55,6/25/2025 00:00:00,14323488,7610599.143456,712.10,380.30,10.00,,,"Media, Entertainment & Publication",
532689,PVRINOX,A ,Q,956.05,982.15,956.05,965.50,965.50,965.10,6/24/2025 00:00:00,947,16069,15611834.00,971.55,16825,40.26,6/25/2025 00:00:00,98199962,71129276.675422,1748.25,825.65,10.00,,,"Media, Entertainment & Publication",
532694,ASMS,B ,Q,14.40,14.40,13.89,14.06,14.06,13.99,6/24/2025 00:00:00,351,115508,1617631.00,14.00,66826,60.61,6/25/2025 00:00:00,304576740,76144185.000000,25.84,12.62,1.00,,,Information Technology,
532695,CELEBRITY,B ,Q,13.20,14.51,13.20,13.75,13.75,13.10,6/24/2025 00:00:00,430,68224,953300.00,13.97,22164,78.34,6/25/2025 00:00:00,59678413,35961674.568083,20.95,9.36,10.00,,,Textiles,
532698,NITINSPIN,B ,Q,379.10,387.85,378.50,384.80,384.80,376.60,6/24/2025 00:00:00,149,4058,1557343.00,383.77,4422,77.92,6/25/2025 00:00:00,56220000,24319141.620000,493.90,290.00,10.00,,,Textiles,
532699,ROHLTD,B ,Q,382.50,388.40,380.20,385.35,385.35,382.65,6/24/2025 00:00:00,57,640,246822.00,385.66,3470,86.88,6/25/2025 00:00:00,27425215,9915833.310185,428.50,301.50,10.00,,,Consumer Services,
532700,ENIL,B ,Q,147.00,154.00,145.05,149.60,149.60,141.00,6/24/2025 00:00:00,98,2063,310973.00,150.74,1324,59.43,6/25/2025 00:00:00,47670415,13744858.427365,270.00,120.10,10.00,,,"Media, Entertainment & Publication",
532701,CELLA,Z ,Q,14.29,14.29,13.71,14.27,14.27,14.30,6/24/2025 00:00:00,11,1718,24366.00,14.18,9919,100.00,6/25/2025 00:00:00,20151217,7950078.282057,16.72,9.11,10.00,,,Forest Materials,
532702,GSPL,A ,Q,322.00,324.05,319.30,320.15,320.15,319.20,6/24/2025 00:00:00,278,7233,2323108.00,321.18,15045,62.89,6/25/2025 00:00:00,564211376,287117577.653008,469.60,261.55,10.00,,,"Oil, Gas & Consumable Fuels",
532705,JAGRAN,B ,Q,72.49,72.58,71.36,72.37,72.37,71.17,6/24/2025 00:00:00,209,8949,644168.00,71.98,20944,63.31,6/25/2025 00:00:00,217654272,67399474.830336,111.44,63.00,2.00,,,"Media, Entertainment & Publication",
532707,DYNPRO,B ,Q,291.20,292.30,282.00,285.95,285.95,287.75,6/24/2025 00:00:00,46,582,165503.00,284.37,1044,91.24,6/25/2025 00:00:00,12028387,8461585.346116,491.95,241.20,10.00,,,Chemicals,
532708,GVKPIL,T ,Q,4.16,4.17,4.10,4.16,4.16,4.09,6/24/2025 00:00:00,443,348446,1448649.00,4.16,300487,100.00,6/25/2025 00:00:00,1579210400,722471386.685600,11.48,3.08,1.00,,,Construction,
532710,SADBHAV,B ,Q,12.52,13.09,12.42,13.02,13.02,12.47,6/24/2025 00:00:00,278,83535,1066371.00,12.77,43457,65.30,6/25/2025 00:00:00,171570800,109423738.540800,38.70,10.79,1.00,,,Construction,
532713,SAKUMA,T ,Q,3.11,3.11,3.02,3.05,3.05,3.08,6/24/2025 00:00:00,416,360773,1104088.00,3.06,485945,100.00,6/25/2025 00:00:00,1567718640,842037358.730400,38.28,2.37,1.00,,,Services,
532714,KEC,A ,Q,906.50,938.00,906.50,926.10,926.10,888.30,6/24/2025 00:00:00,5505,185020,171714445.00,928.09,52739,38.46,6/25/2025 00:00:00,266200000,129392898.800000,1312.00,605.05,2.00,,,Construction,
532716,GILLANDERS,B ,Q,139.70,144.45,139.70,141.85,141.85,138.60,6/24/2025 00:00:00,659,21032,2985748.00,141.96,17566,37.74,6/25/2025 00:00:00,21342346,6175770.634982,150.00,81.00,10.00,,,Fast Moving Consumer Goods,
532717,INDOTECH,B ,Q,2049.00,2050.00,1999.90,2003.30,2003.30,2028.95,6/24/2025 00:00:00,445,2701,5434658.00,2012.09,3773,66.16,6/25/2025 00:00:00,10620000,2655000.000000,3792.90,1481.05,10.00,,,Capital Goods,
